#units metal. atom type 1,2,3 are for Ni,Co,Cr, respectively
#       atom-1   atom-2  atom-3
# eV    eV/Ang   eV/Ang  eV/Ang   
10	0.2857	0.2857	0.2857
100	0.9033	0.9033	0.9033
1000	2.8565	2.8565	2.8565
5000	6.3874	6.3874	6.3874
10000	9.0332	9.0332	9.0332
20000	12.7748	12.7748	12.7748
40000	18.0663	18.0663	18.0663
50000	20.1988	20.1988	20.1988
